invoice_id,vendor_name,vendor_id,issue_date,due_date,amount,currency,status,po_number,period,department,cost_center,approver,source_system
SX-AP-00128,AECOM Launch Pad Services,SX-VEN-012,2026-02-20,2026-03-30,113583.33,USD,in review,SX-PO-07227,2026-02,Launch Operations,SX-115,Security Lead,PayablesDesk
SX-AP-00129,Ansys Simulation,SX-VEN-013,2026-03-21,2026-04-28,33600.0,USD,approved,SX-PO-07228,2026-03,Propulsion,SX-116,Revenue Ops,PayablesDesk
SX-AP-00130,Siemens PLM,SX-VEN-014,2026-04-22,2026-05-30,31033.34,USD,in review,SX-PO-07229,2026-04,Starship Program,SX-117,CFO,PayablesDesk
SX-AP-00131,Salesforce Government Cloud,SX-VEN-015,2026-05-23,2026-06-30,24166.67,USD,approved,SX-PO-07230,2026-05,Government Relations,SX-118,Controller,PayablesDesk
SX-AP-00132,Workday HCM,SX-VEN-016,2026-06-24,2026-08-01,43350.0,USD,in review,SX-PO-07231,2026-06,People Operations,SX-119,VP Operations,PayablesDesk
SX-AP-00133,Okta Identity,SX-VEN-017,2026-01-25,2026-03-04,15600.0,USD,approved,,2026-01,Mission Assurance,SX-120,Security Lead,PayablesDesk
SX-AP-00134,CrowdStrike Falcon,SX-VEN-018,2026-02-26,2026-04-05,18400.0,USD,in review,SX-PO-07233,2026-02,Mission Assurance,SX-121,Revenue Ops,PayablesDesk
SX-AP-00135,Splunk Enterprise,SX-VEN-019,2026-03-27,2026-05-04,25066.67,USD,approved,SX-PO-07234,2026-03,Ground Systems,SX-122,CFO,PayablesDesk
SX-AP-00136,Datadog Infrastructure,SX-VEN-020,2026-04-01,2026-05-09,22000.0,USD,in review,SX-PO-07235,2026-04,Starlink,SX-123,Controller,PayablesDesk
SX-AP-00137,Flex Ltd Manufacturing,SX-VEN-021,2026-05-02,2026-06-09,457333.34,USD,approved,SX-PO-07236,2026-05,Starlink,SX-124,VP Operations,PayablesDesk
SX-AP-00138,Precision Castparts,SX-VEN-022,2026-06-03,2026-07-11,258333.33,USD,in review,SX-PO-07237,2026-06,Propulsion,SX-125,Security Lead,PayablesDesk
SX-AP-00139,ATI Titanium,SX-VEN-023,2026-01-04,2026-02-11,229500.0,USD,approved,SX-PO-07238,2026-01,Starship Program,SX-126,Revenue Ops,PayablesDesk
SX-AP-00140,Spaceport America Ops,SX-VEN-024,2026-02-05,2026-03-15,67600.0,USD,in review,SX-PO-07239,2026-02,Launch Operations,SX-127,CFO,PayablesDesk
SX-AP-00141,Cape Canaveral Support Services,SX-VEN-025,2026-03-06,2026-04-13,70533.34,USD,approved,SX-PO-07240,2026-03,Launch Operations,SX-100,Controller,PayablesDesk
SX-AP-00142,FCC Spectrum Licensing,SX-VEN-026,2026-04-07,2026-05-15,35250.0,USD,in review,SX-PO-07241,2026-04,Starlink,SX-101,VP Operations,PayablesDesk
SX-AP-00143,FAA Launch Licensing,SX-VEN-027,2026-05-08,2026-06-15,30400.0,USD,approved,SX-PO-07242,2026-05,Launch Operations,SX-102,Security Lead,PayablesDesk
SX-AP-00144,LinkedIn Recruiting,SX-VEN-028,2026-06-09,2026-07-17,34300.0,USD,in review,,2026-06,People Operations,SX-103,Revenue Ops,PayablesDesk
SX-AP-00145,Glassdoor Employer Brand,SX-VEN-029,2026-01-10,2026-02-17,7916.67,USD,approved,SX-PO-07244,2026-01,People Operations,SX-104,CFO,PayablesDesk
SX-AP-00146,Concur Travel,SX-VEN-030,2026-02-11,2026-03-21,13600.0,USD,in review,SX-PO-07245,2026-02,Finance,SX-105,Controller,PayablesDesk
SX-AP-00147,American Express Corporate,SX-VEN-031,2026-03-12,2026-04-19,19066.66,USD,approved,SX-PO-07246,2026-03,Finance,SX-106,VP Operations,PayablesDesk
SX-AP-00148,Deloitte Tax,SX-VEN-032,2026-04-13,2026-05-21,26066.66,USD,in review,SX-PO-07247,2026-04,Finance,SX-107,Security Lead,PayablesDesk
SX-AP-00149,Ernst & Young Audit,SX-VEN-033,2026-05-14,2026-06-21,69716.67,USD,approved,SX-PO-07248,2026-05,Finance,SX-108,Revenue Ops,PayablesDesk
SX-AP-00150,Palantir Foundry,SX-VEN-034,2026-06-15,2026-07-23,54400.0,USD,in review,SX-PO-07249,2026-06,Starlink,SX-109,CFO,PayablesDesk
SX-AP-00151,Snowflake Analytics,SX-VEN-035,2026-01-16,2026-02-23,42466.66,USD,approved,SX-PO-07250,2026-01,Starlink,SX-110,Controller,PayablesDesk
SX-AP-00152,ServiceNow ITSM,SX-VEN-036,2026-02-17,2026-03-27,34166.67,USD,in review,SX-PO-07251,2026-02,Ground Systems,SX-111,VP Operations,PayablesDesk
