txn_id,date,account,description,amount,currency,category,vendor_id,vendor_name,source_system,department,cost_center
VM-GL-00035,2026-01-06,6510 Infrastructure,HarborDesk Workplace payment for 2026-01,-5967,USD,Facilities,VM-VEN-026,HarborDesk Workplace,CloudLedger,Quality Systems,VM-225
VM-GL-00036,2026-01-09,6520 Professional Services,Northstar Design Office payment for 2026-01,-11315,USD,Design,VM-VEN-027,Northstar Design Office,CloudLedger,Customer Success,VM-226
VM-GL-00037,2026-01-12,6530 Security,Watchtower Metrics payment for 2026-01,-5926,USD,Monitoring,VM-VEN-028,Watchtower Metrics,CloudLedger,Finance,VM-227
VM-GL-00038,2026-01-15,6540 Operations,SafeCask Backups payment for 2026-01,-5957.5,USD,Backup,VM-VEN-029,SafeCask Backups,CloudLedger,Security,VM-228
VM-GL-00039,2026-01-18,6550 Software,KeelWorks Procurement payment for 2026-01,-10057,USD,Procurement,VM-VEN-030,KeelWorks Procurement,CloudLedger,Regulatory,VM-229
VM-GL-00040,2026-01-21,6510 Infrastructure,Alder QA Studio payment for 2026-01,-12687.36,USD,QA,VM-VEN-031,Alder QA Studio,CloudLedger,Clinical Platform,VM-230
VM-GL-00041,2026-01-24,6520 Professional Services,BridgeLoop Integrations payment for 2026-01,-12719,USD,Integration,VM-VEN-032,BridgeLoop Integrations,CloudLedger,Quality Systems,VM-231
VM-GL-00042,2026-01-27,6530 Security,Covefront Success Ops payment for 2026-01,-11799.5,USD,Customer,VM-VEN-033,Covefront Success Ops,CloudLedger,Customer Success,VM-232
VM-GL-00043,2026-01-03,6540 Operations,PeopleField Systems payment for 2026-01,-9345,USD,HR,VM-VEN-034,PeopleField Systems,CloudLedger,Finance,VM-233
VM-GL-00044,2026-01-15,6100 Rent,Office and lab rent,-42000,USD,rent,,,CloudLedger,Clinical Platform,VM-240
VM-GL-00045,2026-01-18,6110 Benefits,Benefits clearing,-68500,USD,benefits,,,CloudLedger,Quality Systems,VM-241
VM-GL-00046,2026-01-21,6120 Taxes,Payroll taxes,-38200,USD,taxes,,,CloudLedger,Customer Success,VM-242
VM-GL-00047,2026-01-24,6600 Travel,Customer travel,-14800,USD,travel,,,CloudLedger,Finance,VM-243
VM-GL-00048,2026-01-27,6610 Meals,Team meals and meetings,-6200,USD,meals,,,CloudLedger,Security,VM-244
VM-GL-00049,2026-01-03,6620 Equipment,Laptop and device purchases,-24800,USD,equipment,,,CloudLedger,Regulatory,VM-245
VM-GL-00050,2026-01-06,6630 Fees,Bank and payment fees,-7300,USD,fees,,,CloudLedger,Clinical Platform,VM-246
VM-GL-00051,2026-01-09,6640 Refunds,Customer credit memo,-9600,USD,refunds,,,CloudLedger,Quality Systems,VM-247
VM-GL-00052,2026-01-12,6650 Training,Training and enablement,-5400,USD,training,,,CloudLedger,Customer Success,VM-248
VM-GL-00053,2026-01-15,6660 Contractors,Short-term contractor pool,-31800,USD,contractors,,,CloudLedger,Finance,VM-249
VM-GL-00054,2026-01-18,6670 Data,External dataset purchase,-15800,USD,data,,,CloudLedger,Security,VM-250
VM-GL-00055,2026-01-21,6680 Events,Field workshop expense,-17600,USD,events,,,CloudLedger,Regulatory,VM-251
VM-GL-00056,2026-01-24,6690 FX,Foreign exchange adjustment,1800,USD,fx,,,CloudLedger,Clinical Platform,VM-252
VM-GL-00057,2026-01-27,6700 Accrual,Month-end accrual reversal,-11200,USD,accrual,,,CloudLedger,Quality Systems,VM-253
VM-GL-00058,2026-01-03,6710 Tax Credit,Research credit receipt,22500,USD,tax credit,,,CloudLedger,Customer Success,VM-254
VM-GL-00059,2026-01-06,6720 Interest,Bank interest,1900,USD,interest,,,CloudLedger,Finance,VM-255
VM-GL-00060,2026-02-06,4000 Revenue,Verdant MedTech Labs customer receipt - Brightpath Clinics North region,72930,USD,revenue,,,CloudLedger,Revenue,VM-REV
VM-GL-00061,2026-02-09,4000 Revenue,Verdant MedTech Labs customer receipt - Meadowline Diagnostics North region,86580,USD,revenue,,,CloudLedger,Revenue,VM-REV
VM-GL-00062,2026-02-12,4000 Revenue,Verdant MedTech Labs customer receipt - Summit Ward Network North region,100230,USD,revenue,,,CloudLedger,Revenue,VM-REV
VM-GL-00063,2026-02-15,4000 Revenue,Verdant MedTech Labs customer receipt - Pinecrest Care Group North region,113880,USD,revenue,,,CloudLedger,Revenue,VM-REV
VM-GL-00064,2026-02-18,4000 Revenue,Verdant MedTech Labs customer receipt - Alder County Health Enterprise,127530,USD,revenue,,,CloudLedger,Revenue,VM-REV
VM-GL-00065,2026-02-09,6000 Payroll,Verdant MedTech Labs payroll batch 1,-126260,USD,payroll,,,CloudLedger,People,VM-PAY
VM-GL-00066,2026-02-12,6000 Payroll,Verdant MedTech Labs payroll batch 2,-135890,USD,payroll,,,CloudLedger,People,VM-PAY
VM-GL-00067,2026-02-15,6000 Payroll,Verdant MedTech Labs payroll batch 3,-145520,USD,payroll,,,CloudLedger,People,VM-PAY
VM-GL-00068,2026-02-18,6000 Payroll,Verdant MedTech Labs payroll batch 4,-155150,USD,payroll,,,CloudLedger,People,VM-PAY
VM-GL-00069,2026-02-12,6510 Infrastructure,Sterling Device QA payment for 2026-02,-27601.92,USD,Finance,VM-VEN-004,Sterling Device QA,CloudLedger,Quality Systems,VM-201
VM-GL-00070,2026-02-15,6520 Professional Services,TrialBridge Analytics payment for 2026-02,-26551.34,USD,Security,VM-VEN-005,TrialBridge Analytics,CloudLedger,Customer Success,VM-202
VM-GL-00071,2026-02-18,6530 Security,Northlake Data Rooms payment for 2026-02,-26646.1,USD,Regulatory,VM-VEN-006,Northlake Data Rooms,CloudLedger,Finance,VM-203
VM-GL-00072,2026-02-21,6540 Operations,BrightBeam Hosting payment for 2026-02,-20909,USD,Cloud,VM-VEN-007,BrightBeam Hosting,CloudLedger,Security,VM-204
VM-GL-00073,2026-02-24,6550 Software,PortKey Identity payment for 2026-02,-9997.18,USD,Identity,VM-VEN-008,PortKey Identity,CloudLedger,Regulatory,VM-205
VM-GL-00074,2026-02-27,6510 Infrastructure,Cedarline Legal payment for 2026-02,-19430.95,USD,Legal,VM-VEN-009,Cedarline Legal,CloudLedger,Clinical Platform,VM-206
VM-GL-00075,2026-02-03,6520 Professional Services,BlueTable Analytics payment for 2026-02,-10501.88,USD,Data,VM-VEN-010,BlueTable Analytics,CloudLedger,Quality Systems,VM-207
VM-GL-00076,2026-02-06,6530 Security,Riverbend Recruiting payment for 2026-02,-9419.35,USD,Recruiting,VM-VEN-011,Riverbend Recruiting,CloudLedger,Customer Success,VM-208
VM-GL-00077,2026-02-09,6540 Operations,AxisWorks Facilities payment for 2026-02,-6800.06,USD,Facilities,VM-VEN-012,AxisWorks Facilities,CloudLedger,Finance,VM-209
VM-GL-00078,2026-02-12,6550 Software,SlateFox Insurance payment for 2026-02,-9824.14,USD,Insurance,VM-VEN-013,SlateFox Insurance,CloudLedger,Security,VM-210
VM-GL-00079,2026-02-15,6510 Infrastructure,SignalPeak AppSec payment for 2026-02,-18400,USD,Security,VM-VEN-014,SignalPeak AppSec,CloudLedger,Regulatory,VM-211
VM-GL-00080,2026-02-18,6520 Professional Services,HelpHarbor Desk payment for 2026-02,-7806.88,USD,Support,VM-VEN-015,HelpHarbor Desk,CloudLedger,Clinical Platform,VM-212
VM-GL-00081,2026-02-21,6530 Security,CloseFrame Accounting payment for 2026-02,-8219.4,USD,Finance,VM-VEN-016,CloseFrame Accounting,CloudLedger,Quality Systems,VM-213
VM-GL-00082,2026-02-24,6540 Operations,SkillHarbor Learning payment for 2026-02,-4998.59,USD,Training,VM-VEN-017,SkillHarbor Learning,CloudLedger,Customer Success,VM-214
VM-GL-00083,2026-02-27,6550 Software,Waypost Travel Desk payment for 2026-02,-8015.46,USD,Travel,VM-VEN-018,Waypost Travel Desk,CloudLedger,Finance,VM-215
VM-GL-00084,2026-02-03,6510 Infrastructure,Tundra Test Labs payment for 2026-02,-9897.27,USD,Device,VM-VEN-019,Tundra Test Labs,CloudLedger,Security,VM-216
VM-GL-00085,2026-02-06,6520 Professional Services,VectorPoint Research payment for 2026-02,-14141.9,USD,Research,VM-VEN-020,VectorPoint Research,CloudLedger,Regulatory,VM-217
VM-GL-00086,2026-02-09,6530 Security,Linebird Communications payment for 2026-02,-4018.03,USD,Comms,VM-VEN-021,Linebird Communications,CloudLedger,Clinical Platform,VM-218
VM-GL-00087,2026-02-12,6540 Operations,Pinehook Operations payment for 2026-02,-14939.12,USD,Ops,VM-VEN-022,Pinehook Operations,CloudLedger,Quality Systems,VM-219
VM-GL-00088,2026-02-15,6550 Software,Mossbank Data Exchange payment for 2026-02,-9644.92,USD,Data,VM-VEN-023,Mossbank Data Exchange,CloudLedger,Customer Success,VM-220
VM-GL-00089,2026-02-18,6510 Infrastructure,Ironleaf GRC payment for 2026-02,-11256.32,USD,Security,VM-VEN-024,Ironleaf GRC,CloudLedger,Finance,VM-221
VM-GL-00090,2026-02-21,6520 Professional Services,QuartzPay Services payment for 2026-02,-10851.05,USD,Payments,VM-VEN-025,QuartzPay Services,CloudLedger,Security,VM-222
VM-GL-00091,2026-02-24,6530 Security,HarborDesk Workplace payment for 2026-02,-6146.01,USD,Facilities,VM-VEN-026,HarborDesk Workplace,CloudLedger,Regulatory,VM-223
VM-GL-00092,2026-02-27,6540 Operations,Northstar Design Office payment for 2026-02,-11654.45,USD,Design,VM-VEN-027,Northstar Design Office,CloudLedger,Clinical Platform,VM-224
VM-GL-00093,2026-02-03,6550 Software,Watchtower Metrics payment for 2026-02,-6103.78,USD,Monitoring,VM-VEN-028,Watchtower Metrics,CloudLedger,Quality Systems,VM-225
VM-GL-00094,2026-02-06,6510 Infrastructure,SafeCask Backups payment for 2026-02,-6136.22,USD,Backup,VM-VEN-029,SafeCask Backups,CloudLedger,Customer Success,VM-226
VM-GL-00095,2026-02-09,6520 Professional Services,KeelWorks Procurement payment for 2026-02,-10358.71,USD,Procurement,VM-VEN-030,KeelWorks Procurement,CloudLedger,Finance,VM-227
VM-GL-00096,2026-02-12,6530 Security,Alder QA Studio payment for 2026-02,-10209.36,USD,QA,VM-VEN-031,Alder QA Studio,CloudLedger,Security,VM-228
VM-GL-00097,2026-02-15,6540 Operations,BridgeLoop Integrations payment for 2026-02,-13100.57,USD,Integration,VM-VEN-032,BridgeLoop Integrations,CloudLedger,Regulatory,VM-229
VM-GL-00098,2026-02-18,6550 Software,Covefront Success Ops payment for 2026-02,-12153.48,USD,Customer,VM-VEN-033,Covefront Success Ops,CloudLedger,Clinical Platform,VM-230
VM-GL-00099,2026-02-21,6510 Infrastructure,PeopleField Systems payment for 2026-02,-11961.6,USD,HR,VM-VEN-034,PeopleField Systems,CloudLedger,Quality Systems,VM-231
VM-GL-00100,2026-02-24,6520 Professional Services,PayRun Office payment for 2026-02,-7588.52,USD,Payroll,VM-VEN-035,PayRun Office,CloudLedger,Customer Success,VM-232
VM-GL-00101,2026-02-27,6530 Security,Northgate Audit Partners payment for 2026-02,-17922,USD,Audit,VM-VEN-036,Northgate Audit Partners,CloudLedger,Finance,VM-233
VM-GL-00102,2026-02-03,6540 Operations,RelayStack Compute payment for 2026-02,-9874.61,USD,Hosting,VM-VEN-037,RelayStack Compute,CloudLedger,Security,VM-234
VM-GL-00103,2026-02-15,6100 Rent,Office and lab rent,-42630,USD,rent,,,CloudLedger,Clinical Platform,VM-240
VM-GL-00104,2026-02-18,6110 Benefits,Benefits clearing,-69527.5,USD,benefits,,,CloudLedger,Quality Systems,VM-241
VM-GL-00105,2026-02-21,6120 Taxes,Payroll taxes,-38773,USD,taxes,,,CloudLedger,Customer Success,VM-242
VM-GL-00106,2026-02-24,6600 Travel,Customer travel,-15022,USD,travel,,,CloudLedger,Finance,VM-243
VM-GL-00107,2026-02-27,6610 Meals,Team meals and meetings,-6293,USD,meals,,,CloudLedger,Security,VM-244
VM-GL-00108,2026-02-03,6620 Equipment,Laptop and device purchases,-25172,USD,equipment,,,CloudLedger,Regulatory,VM-245
VM-GL-00109,2026-02-06,6630 Fees,Bank and payment fees,-7409.5,USD,fees,,,CloudLedger,Clinical Platform,VM-246
VM-GL-00110,2026-02-09,6640 Refunds,Customer credit memo,-9744,USD,refunds,,,CloudLedger,Quality Systems,VM-247
VM-GL-00111,2026-02-12,6650 Training,Training and enablement,-5481,USD,training,,,CloudLedger,Customer Success,VM-248
VM-GL-00112,2026-02-15,6660 Contractors,Short-term contractor pool,-32277,USD,contractors,,,CloudLedger,Finance,VM-249
VM-GL-00113,2026-02-18,6670 Data,External dataset purchase,-16037,USD,data,,,CloudLedger,Security,VM-250
VM-GL-00114,2026-02-21,6680 Events,Field workshop expense,-17864,USD,events,,,CloudLedger,Regulatory,VM-251
VM-GL-00115,2026-02-24,6690 FX,Foreign exchange adjustment,-2639,USD,fx,,,CloudLedger,Clinical Platform,VM-252
VM-GL-00116,2026-02-27,6700 Accrual,Month-end accrual reversal,11368,USD,accrual,,,CloudLedger,Quality Systems,VM-253
VM-GL-00117,2026-02-03,6710 Tax Credit,Research credit receipt,22837.5,USD,tax credit,,,CloudLedger,Customer Success,VM-254
VM-GL-00118,2026-02-06,6720 Interest,Bank interest,1928.5,USD,interest,,,CloudLedger,Finance,VM-255
VM-GL-00119,2026-03-06,4000 Revenue,Verdant MedTech Labs customer receipt - Meadowline Diagnostics North region,75660,USD,revenue,,,CloudLedger,Revenue,VM-REV
VM-GL-00120,2026-03-09,4000 Revenue,Verdant MedTech Labs customer receipt - Summit Ward Network North region,89310,USD,revenue,,,CloudLedger,Revenue,VM-REV
VM-GL-00121,2026-03-12,4000 Revenue,Verdant MedTech Labs customer receipt - Pinecrest Care Group North region,102960,USD,revenue,,,CloudLedger,Revenue,VM-REV
VM-GL-00122,2026-03-15,4000 Revenue,Verdant MedTech Labs customer receipt - Alder County Health Enterprise,116610,USD,revenue,,,CloudLedger,Revenue,VM-REV
VM-GL-00123,2026-03-18,4000 Revenue,Verdant MedTech Labs customer receipt - Brightpath Clinics Enterprise,130260,USD,revenue,,,CloudLedger,Revenue,VM-REV
VM-GL-00124,2026-03-09,6000 Payroll,Verdant MedTech Labs payroll batch 1,-129470,USD,payroll,,,CloudLedger,People,VM-PAY
VM-GL-00125,2026-03-12,6000 Payroll,Verdant MedTech Labs payroll batch 2,-139100,USD,payroll,,,CloudLedger,People,VM-PAY
VM-GL-00126,2026-03-15,6000 Payroll,Verdant MedTech Labs payroll batch 3,-148730,USD,payroll,,,CloudLedger,People,VM-PAY
VM-GL-00127,2026-03-18,6000 Payroll,Verdant MedTech Labs payroll batch 4,-158360,USD,payroll,,,CloudLedger,People,VM-PAY
VM-GL-00128,2026-03-12,6510 Infrastructure,BrightBeam Hosting payment for 2026-03,-25984,USD,Cloud,VM-VEN-007,BrightBeam Hosting,CloudLedger,Customer Success,VM-202
VM-GL-00129,2026-03-15,6520 Professional Services,PortKey Identity payment for 2026-03,-9706,USD,Identity,VM-VEN-008,PortKey Identity,CloudLedger,Finance,VM-203
VM-GL-00130,2026-03-18,6530 Security,Cedarline Legal payment for 2026-03,-18865,USD,Legal,VM-VEN-009,Cedarline Legal,CloudLedger,Security,VM-204
VM-GL-00131,2026-03-21,6540 Operations,BlueTable Analytics payment for 2026-03,-10196,USD,Data,VM-VEN-010,BlueTable Analytics,CloudLedger,Regulatory,VM-205
VM-GL-00132,2026-03-24,6550 Software,Riverbend Recruiting payment for 2026-03,-9145,USD,Recruiting,VM-VEN-011,Riverbend Recruiting,CloudLedger,Clinical Platform,VM-206
VM-GL-00133,2026-03-27,6510 Infrastructure,AxisWorks Facilities payment for 2026-03,-6602,USD,Facilities,VM-VEN-012,AxisWorks Facilities,CloudLedger,Quality Systems,VM-207
VM-GL-00134,2026-03-03,6520 Professional Services,SlateFox Insurance payment for 2026-03,-9538,USD,Insurance,VM-VEN-013,SlateFox Insurance,CloudLedger,Customer Success,VM-208
VM-GL-00135,2026-03-06,6530 Security,SignalPeak AppSec payment for 2026-03,-14375,USD,Security,VM-VEN-014,SignalPeak AppSec,CloudLedger,Finance,VM-209
VM-GL-00136,2026-03-09,6540 Operations,HelpHarbor Desk payment for 2026-03,-7579.5,USD,Support,VM-VEN-015,HelpHarbor Desk,CloudLedger,Security,VM-210
VM-GL-00137,2026-03-12,6550 Software,CloseFrame Accounting payment for 2026-03,-7980,USD,Finance,VM-VEN-016,CloseFrame Accounting,CloudLedger,Regulatory,VM-211
VM-GL-00138,2026-03-15,6510 Infrastructure,SkillHarbor Learning payment for 2026-03,-6211.84,USD,Training,VM-VEN-017,SkillHarbor Learning,CloudLedger,Clinical Platform,VM-212
VM-GL-00139,2026-03-18,6520 Professional Services,Waypost Travel Desk payment for 2026-03,-7782,USD,Travel,VM-VEN-018,Waypost Travel Desk,CloudLedger,Quality Systems,VM-213
VM-GL-00140,2026-03-21,6530 Security,Tundra Test Labs payment for 2026-03,-9609,USD,Device,VM-VEN-019,Tundra Test Labs,CloudLedger,Customer Success,VM-214
VM-GL-00141,2026-03-24,6540 Operations,VectorPoint Research payment for 2026-03,-13730,USD,Research,VM-VEN-020,VectorPoint Research,CloudLedger,Finance,VM-215
VM-GL-00142,2026-03-27,6550 Software,Linebird Communications payment for 2026-03,-3901,USD,Comms,VM-VEN-021,Linebird Communications,CloudLedger,Security,VM-216
VM-GL-00143,2026-03-03,6510 Infrastructure,Pinehook Operations payment for 2026-03,-14504,USD,Ops,VM-VEN-022,Pinehook Operations,CloudLedger,Regulatory,VM-217
VM-GL-00144,2026-03-06,6520 Professional Services,Mossbank Data Exchange payment for 2026-03,-9364,USD,Data,VM-VEN-023,Mossbank Data Exchange,CloudLedger,Clinical Platform,VM-218
VM-GL-00145,2026-03-09,6530 Security,Ironleaf GRC payment for 2026-03,-8794,USD,Security,VM-VEN-024,Ironleaf GRC,CloudLedger,Quality Systems,VM-219
VM-GL-00146,2026-03-12,6540 Operations,QuartzPay Services payment for 2026-03,-10535,USD,Payments,VM-VEN-025,QuartzPay Services,CloudLedger,Customer Success,VM-220
VM-GL-00147,2026-03-15,6550 Software,HarborDesk Workplace payment for 2026-03,-5967,USD,Facilities,VM-VEN-026,HarborDesk Workplace,CloudLedger,Finance,VM-221
VM-GL-00148,2026-03-18,6510 Infrastructure,Northstar Design Office payment for 2026-03,-14483.2,USD,Design,VM-VEN-027,Northstar Design Office,CloudLedger,Security,VM-222
VM-GL-00149,2026-03-21,6520 Professional Services,Watchtower Metrics payment for 2026-03,-5926,USD,Monitoring,VM-VEN-028,Watchtower Metrics,CloudLedger,Regulatory,VM-223
VM-GL-00150,2026-03-24,6530 Security,SafeCask Backups payment for 2026-03,-5957.5,USD,Backup,VM-VEN-029,SafeCask Backups,CloudLedger,Clinical Platform,VM-224
VM-GL-00151,2026-03-27,6540 Operations,KeelWorks Procurement payment for 2026-03,-10057,USD,Procurement,VM-VEN-030,KeelWorks Procurement,CloudLedger,Quality Systems,VM-225
VM-GL-00152,2026-03-03,6550 Software,Alder QA Studio payment for 2026-03,-9912,USD,QA,VM-VEN-031,Alder QA Studio,CloudLedger,Customer Success,VM-226
VM-GL-00153,2026-03-06,6510 Infrastructure,BridgeLoop Integrations payment for 2026-03,-12719,USD,Integration,VM-VEN-032,BridgeLoop Integrations,CloudLedger,Finance,VM-227
VM-GL-00154,2026-03-09,6520 Professional Services,Covefront Success Ops payment for 2026-03,-11799.5,USD,Customer,VM-VEN-033,Covefront Success Ops,CloudLedger,Security,VM-228
VM-GL-00155,2026-03-12,6530 Security,PeopleField Systems payment for 2026-03,-9345,USD,HR,VM-VEN-034,PeopleField Systems,CloudLedger,Regulatory,VM-229
VM-GL-00156,2026-03-15,6540 Operations,PayRun Office payment for 2026-03,-7367.5,USD,Payroll,VM-VEN-035,PayRun Office,CloudLedger,Clinical Platform,VM-230
VM-GL-00157,2026-03-18,6550 Software,Northgate Audit Partners payment for 2026-03,-17400,USD,Audit,VM-VEN-036,Northgate Audit Partners,CloudLedger,Quality Systems,VM-231
VM-GL-00158,2026-03-21,6510 Infrastructure,RelayStack Compute payment for 2026-03,-12271.36,USD,Hosting,VM-VEN-037,RelayStack Compute,CloudLedger,Customer Success,VM-232
VM-GL-00159,2026-03-24,6520 Professional Services,Oakline Data Rooms payment for 2026-03,-4772.5,USD,Data,VM-VEN-038,Oakline Data Rooms,CloudLedger,Finance,VM-233
VM-GL-00160,2026-03-27,6530 Security,PaperTrail Systems payment for 2026-03,-4866,USD,Docs,VM-VEN-039,PaperTrail Systems,CloudLedger,Security,VM-234
VM-GL-00161,2026-03-03,6540 Operations,BeaconRisk Advisory payment for 2026-03,-12173,USD,Risk,VM-VEN-040,BeaconRisk Advisory,CloudLedger,Regulatory,VM-235
VM-GL-00162,2026-03-15,6100 Rent,Office and lab rent,-43260,USD,rent,,,CloudLedger,Clinical Platform,VM-240
VM-GL-00163,2026-03-18,6110 Benefits,Benefits clearing,-70555,USD,benefits,,,CloudLedger,Quality Systems,VM-241
VM-GL-00164,2026-03-21,6120 Taxes,Payroll taxes,-39346,USD,taxes,,,CloudLedger,Customer Success,VM-242
VM-GL-00165,2026-03-24,6600 Travel,Customer travel,-15244,USD,travel,,,CloudLedger,Finance,VM-243
VM-GL-00166,2026-03-27,6610 Meals,Team meals and meetings,-6386,USD,meals,,,CloudLedger,Security,VM-244
VM-GL-00167,2026-03-03,6620 Equipment,Laptop and device purchases,-25544,USD,equipment,,,CloudLedger,Regulatory,VM-245
VM-GL-00168,2026-03-06,6630 Fees,Bank and payment fees,-7519,USD,fees,,,CloudLedger,Clinical Platform,VM-246
VM-GL-00169,2026-03-09,6640 Refunds,Customer credit memo,-9888,USD,refunds,,,CloudLedger,Quality Systems,VM-247
VM-GL-00170,2026-03-12,6650 Training,Training and enablement,-5562,USD,training,,,CloudLedger,Customer Success,VM-248
