invoice_id,vendor_name,vendor_id,issue_date,due_date,amount,currency,status,po_number,period,department,cost_center,approver,source_system
LG-AP-00058,Northstar Design Office,LG-VEN-027,2026-02-18,2026-03-19,11315,USD,approved,LG-PO-07159,2026-02,Logistics Platform,LG-124,Revenue Ops,PayablesDesk
LG-AP-00059,Watchtower Metrics,LG-VEN-028,2026-02-21,2026-03-20,5926,USD,approved,LG-PO-07160,2026-02,Cold Chain Ops,LG-125,Controller,PayablesDesk
LG-AP-00060,SafeCask Backups,LG-VEN-029,2026-02-24,2026-03-21,5957.5,USD,approved,LG-PO-07161,2026-02,Customer Success,LG-126,VP Operations,PayablesDesk
LG-AP-00061,KeelWorks Procurement,LG-VEN-030,2026-02-27,2026-03-22,6436.48,USD,approved,LG-PO-07162,2026-02,Finance,LG-127,Security Lead,PayablesDesk
LG-AP-00062,Alder QA Studio,LG-VEN-031,2026-02-03,2026-03-23,9912,USD,approved,LG-PO-07163,2026-02,Security,LG-100,Revenue Ops,PayablesDesk
LG-AP-00063,BridgeLoop Integrations,LG-VEN-032,2026-02-06,2026-03-10,12719,USD,approved,,2026-02,Supply Network,LG-101,Controller,PayablesDesk
LG-AP-00064,Covefront Success Ops,LG-VEN-033,2026-02-09,2026-03-11,11799.5,USD,approved,LG-PO-07165,2026-02,Logistics Platform,LG-102,VP Operations,PayablesDesk
LG-AP-00065,PeopleField Systems,LG-VEN-034,2026-02-12,2026-03-12,13269.9,USD,approved,LG-PO-07166,2026-02,Cold Chain Ops,LG-103,Security Lead,PayablesDesk
LG-AP-00066,PayRun Office,LG-VEN-035,2026-02-15,2026-03-13,7367.5,USD,approved,LG-PO-07167,2026-02,Customer Success,LG-104,Revenue Ops,PayablesDesk
LG-AP-00067,Northgate Audit Partners,LG-VEN-036,2026-02-18,2026-03-14,17400,USD,approved,LG-PO-07168,2026-02,Finance,LG-105,Controller,PayablesDesk
LG-AP-00068,RelayStack Compute,LG-VEN-037,2026-02-21,2026-03-15,9587,USD,approved,LG-PO-07169,2026-02,Security,LG-106,VP Operations,PayablesDesk
LG-AP-00069,BrightBeam Hosting,LG-VEN-007,2026-03-03,2026-04-10,28826,USD,in review,,2026-03,Customer Success,LG-102,Controller,PayablesDesk
LG-AP-00070,PortKey Identity,LG-VEN-008,2026-03-06,2026-04-11,10094.24,USD,approved,LG-PO-07171,2026-03,Finance,LG-103,VP Operations,PayablesDesk
LG-AP-00071,Cedarline Legal,LG-VEN-009,2026-03-09,2026-04-12,19619.6,USD,approved,LG-PO-07172,2026-03,Security,LG-104,Security Lead,PayablesDesk
LG-AP-00072,BlueTable Analytics,LG-VEN-010,2026-03-12,2026-04-13,10603.84,USD,approved,LG-PO-07173,2026-03,Supply Network,LG-105,Revenue Ops,PayablesDesk
LG-AP-00073,Riverbend Recruiting,LG-VEN-011,2026-03-15,2026-04-14,9510.8,USD,approved,LG-PO-07174,2026-03,Logistics Platform,LG-106,Controller,PayablesDesk
LG-AP-00074,AxisWorks Facilities,LG-VEN-012,2026-03-18,2026-04-15,6866.08,USD,approved,LG-PO-07175,2026-03,Cold Chain Ops,LG-107,VP Operations,PayablesDesk
LG-AP-00075,SlateFox Insurance,LG-VEN-013,2026-03-21,2026-04-16,9919.52,USD,approved,LG-PO-07176,2026-03,Customer Success,LG-108,Security Lead,PayablesDesk
LG-AP-00076,SignalPeak AppSec,LG-VEN-014,2026-03-24,2026-04-17,14950,USD,approved,,2026-03,Finance,LG-109,Revenue Ops,PayablesDesk
LG-AP-00077,HelpHarbor Desk,LG-VEN-015,2026-03-27,2026-04-18,7882.68,USD,approved,LG-PO-07178,2026-03,Security,LG-110,Controller,PayablesDesk
LG-AP-00078,CloseFrame Accounting,LG-VEN-016,2026-03-03,2026-04-19,8299.2,USD,approved,LG-PO-07179,2026-03,Supply Network,LG-111,VP Operations,PayablesDesk
LG-AP-00079,SkillHarbor Learning,LG-VEN-017,2026-03-06,2026-04-20,6891.26,USD,approved,LG-PO-07180,2026-03,Logistics Platform,LG-112,Security Lead,PayablesDesk
LG-AP-00080,Waypost Travel Desk,LG-VEN-018,2026-03-09,2026-04-21,8093.28,USD,approved,LG-PO-07181,2026-03,Cold Chain Ops,LG-113,Revenue Ops,PayablesDesk
LG-AP-00081,Tundra Test Labs,LG-VEN-019,2026-03-12,2026-04-22,9993.36,USD,approved,LG-PO-07182,2026-03,Customer Success,LG-114,Controller,PayablesDesk
LG-AP-00082,VectorPoint Research,LG-VEN-020,2026-03-15,2026-04-23,8787.2,USD,approved,LG-PO-07183,2026-03,Finance,LG-115,VP Operations,PayablesDesk
LG-AP-00083,Linebird Communications,LG-VEN-021,2026-03-18,2026-04-10,4057.04,USD,approved,,2026-03,Security,LG-116,Security Lead,PayablesDesk
LG-AP-00084,Pinehook Operations,LG-VEN-022,2026-03-21,2026-04-11,15084.16,USD,approved,LG-PO-07185,2026-03,Supply Network,LG-117,Revenue Ops,PayablesDesk
LG-AP-00085,Mossbank Data Exchange,LG-VEN-023,2026-03-24,2026-04-12,9738.56,USD,approved,LG-PO-07186,2026-03,Logistics Platform,LG-118,Controller,PayablesDesk
LG-AP-00086,Ironleaf GRC,LG-VEN-024,2026-03-27,2026-04-13,9145.76,USD,in review,LG-PO-07187,2026-03,Cold Chain Ops,LG-119,VP Operations,PayablesDesk
LG-AP-00087,QuartzPay Services,LG-VEN-025,2026-03-03,2026-04-14,10956.4,USD,approved,LG-PO-07188,2026-03,Customer Success,LG-120,Security Lead,PayablesDesk
LG-AP-00088,HarborDesk Workplace,LG-VEN-026,2026-03-06,2026-04-15,6205.68,USD,approved,LG-PO-07189,2026-03,Finance,LG-121,Revenue Ops,PayablesDesk
LG-AP-00089,Northstar Design Office,LG-VEN-027,2026-03-09,2026-04-16,16067.3,USD,approved,LG-PO-07190,2026-03,Security,LG-122,Controller,PayablesDesk
LG-AP-00090,Watchtower Metrics,LG-VEN-028,2026-03-12,2026-04-17,6163.04,USD,approved,,2026-03,Supply Network,LG-123,VP Operations,PayablesDesk
LG-AP-00091,SafeCask Backups,LG-VEN-029,2026-03-15,2026-04-18,6195.8,USD,approved,LG-PO-07192,2026-03,Logistics Platform,LG-124,Security Lead,PayablesDesk
LG-AP-00092,KeelWorks Procurement,LG-VEN-030,2026-03-18,2026-04-19,10459.28,USD,approved,LG-PO-07193,2026-03,Cold Chain Ops,LG-125,Revenue Ops,PayablesDesk
LG-AP-00093,Alder QA Studio,LG-VEN-031,2026-03-21,2026-04-20,10308.48,USD,approved,LG-PO-07194,2026-03,Customer Success,LG-126,Controller,PayablesDesk
LG-AP-00094,BridgeLoop Integrations,LG-VEN-032,2026-03-24,2026-04-21,13227.76,USD,approved,LG-PO-07195,2026-03,Finance,LG-127,VP Operations,PayablesDesk
LG-AP-00095,Covefront Success Ops,LG-VEN-033,2026-03-27,2026-04-22,7551.68,USD,approved,LG-PO-07196,2026-03,Security,LG-100,Security Lead,PayablesDesk
LG-AP-00096,PeopleField Systems,LG-VEN-034,2026-03-03,2026-04-23,9718.8,USD,approved,LG-PO-07197,2026-03,Supply Network,LG-101,Revenue Ops,PayablesDesk
LG-AP-00097,PayRun Office,LG-VEN-035,2026-03-06,2026-04-10,7662.2,USD,approved,,2026-03,Logistics Platform,LG-102,Controller,PayablesDesk
LG-AP-00098,Northgate Audit Partners,LG-VEN-036,2026-03-09,2026-04-11,18096,USD,approved,LG-PO-07199,2026-03,Cold Chain Ops,LG-103,VP Operations,PayablesDesk
LG-AP-00099,RelayStack Compute,LG-VEN-037,2026-03-12,2026-04-12,13613.54,USD,approved,LG-PO-07200,2026-03,Customer Success,LG-104,Security Lead,PayablesDesk
LG-AP-00100,Oakline Data Rooms,LG-VEN-038,2026-03-15,2026-04-13,4963.4,USD,approved,LG-PO-07201,2026-03,Finance,LG-105,Revenue Ops,PayablesDesk
LG-AP-00101,PaperTrail Systems,LG-VEN-039,2026-03-18,2026-04-14,5060.64,USD,approved,LG-PO-07202,2026-03,Security,LG-106,Controller,PayablesDesk
LG-AP-00102,BeaconRisk Advisory,LG-VEN-040,2026-03-21,2026-04-15,12659.92,USD,approved,LG-PO-07203,2026-03,Supply Network,LG-107,VP Operations,PayablesDesk
LG-AP-00103,BlueTable Analytics,LG-VEN-010,2026-04-03,2026-05-10,14478.32,USD,in review,,2026-04,Finance,LG-103,Controller,PayablesDesk
LG-AP-00104,Riverbend Recruiting,LG-VEN-011,2026-04-06,2026-05-11,8779.2,USD,approved,LG-PO-07205,2026-04,Security,LG-104,VP Operations,PayablesDesk
LG-AP-00105,AxisWorks Facilities,LG-VEN-012,2026-04-09,2026-05-12,6337.92,USD,approved,LG-PO-07206,2026-04,Supply Network,LG-105,Security Lead,PayablesDesk
LG-AP-00106,SlateFox Insurance,LG-VEN-013,2026-04-12,2026-05-13,9156.48,USD,approved,LG-PO-07207,2026-04,Logistics Platform,LG-106,Revenue Ops,PayablesDesk
LG-AP-00107,SignalPeak AppSec,LG-VEN-014,2026-04-15,2026-05-14,13800,USD,approved,LG-PO-07208,2026-04,Cold Chain Ops,LG-107,Controller,PayablesDesk
LG-AP-00108,HelpHarbor Desk,LG-VEN-015,2026-04-18,2026-05-15,7276.32,USD,approved,LG-PO-07209,2026-04,Customer Success,LG-108,VP Operations,PayablesDesk
LG-AP-00109,CloseFrame Accounting,LG-VEN-016,2026-04-21,2026-05-16,7660.8,USD,approved,LG-PO-07210,2026-04,Finance,LG-109,Security Lead,PayablesDesk
LG-AP-00110,SkillHarbor Learning,LG-VEN-017,2026-04-24,2026-05-17,4658.88,USD,approved,,2026-04,Security,LG-110,Revenue Ops,PayablesDesk
LG-AP-00111,Waypost Travel Desk,LG-VEN-018,2026-04-27,2026-05-18,7470.72,USD,approved,LG-PO-07212,2026-04,Supply Network,LG-111,Controller,PayablesDesk
LG-AP-00112,Tundra Test Labs,LG-VEN-019,2026-04-03,2026-05-19,9224.64,USD,approved,LG-PO-07213,2026-04,Logistics Platform,LG-112,VP Operations,PayablesDesk
LG-AP-00113,VectorPoint Research,LG-VEN-020,2026-04-06,2026-05-20,19496.6,USD,approved,LG-PO-07214,2026-04,Cold Chain Ops,LG-113,Security Lead,PayablesDesk
LG-AP-00114,Linebird Communications,LG-VEN-021,2026-04-09,2026-05-21,3744.96,USD,approved,LG-PO-07215,2026-04,Customer Success,LG-114,Revenue Ops,PayablesDesk
LG-AP-00115,Pinehook Operations,LG-VEN-022,2026-04-12,2026-05-22,13923.84,USD,approved,LG-PO-07216,2026-04,Finance,LG-115,Controller,PayablesDesk
LG-AP-00116,Mossbank Data Exchange,LG-VEN-023,2026-04-15,2026-05-23,5992.96,USD,approved,LG-PO-07217,2026-04,Security,LG-116,VP Operations,PayablesDesk
LG-AP-00117,Ironleaf GRC,LG-VEN-024,2026-04-18,2026-05-10,8442.24,USD,approved,,2026-04,Supply Network,LG-117,Security Lead,PayablesDesk
LG-AP-00118,QuartzPay Services,LG-VEN-025,2026-04-21,2026-05-11,10113.6,USD,approved,LG-PO-07219,2026-04,Logistics Platform,LG-118,Revenue Ops,PayablesDesk
LG-AP-00119,HarborDesk Workplace,LG-VEN-026,2026-04-24,2026-05-12,5728.32,USD,approved,LG-PO-07220,2026-04,Cold Chain Ops,LG-119,Controller,PayablesDesk
LG-AP-00120,Northstar Design Office,LG-VEN-027,2026-04-27,2026-05-13,10862.4,USD,in review,LG-PO-07221,2026-04,Customer Success,LG-120,VP Operations,PayablesDesk
LG-AP-00121,Watchtower Metrics,LG-VEN-028,2026-04-03,2026-05-14,5688.96,USD,approved,LG-PO-07222,2026-04,Finance,LG-121,Security Lead,PayablesDesk
LG-AP-00122,SafeCask Backups,LG-VEN-029,2026-04-06,2026-05-15,5719.2,USD,approved,LG-PO-07223,2026-04,Security,LG-122,Revenue Ops,PayablesDesk
LG-AP-00123,KeelWorks Procurement,LG-VEN-030,2026-04-09,2026-05-16,14280.94,USD,approved,LG-PO-07224,2026-04,Supply Network,LG-123,Controller,PayablesDesk
LG-AP-00124,Alder QA Studio,LG-VEN-031,2026-04-12,2026-05-17,9515.52,USD,approved,,2026-04,Logistics Platform,LG-124,VP Operations,PayablesDesk
LG-AP-00125,BridgeLoop Integrations,LG-VEN-032,2026-04-15,2026-05-18,12210.24,USD,approved,LG-PO-07226,2026-04,Cold Chain Ops,LG-125,Security Lead,PayablesDesk
LG-AP-00126,Covefront Success Ops,LG-VEN-033,2026-04-18,2026-05-19,11327.52,USD,approved,LG-PO-07227,2026-04,Customer Success,LG-126,Revenue Ops,PayablesDesk
LG-AP-00127,PeopleField Systems,LG-VEN-034,2026-04-21,2026-05-20,8971.2,USD,approved,LG-PO-07228,2026-04,Finance,LG-127,Controller,PayablesDesk
LG-AP-00128,PayRun Office,LG-VEN-035,2026-04-24,2026-05-21,7072.8,USD,approved,LG-PO-07229,2026-04,Security,LG-100,VP Operations,PayablesDesk
LG-AP-00129,Northgate Audit Partners,LG-VEN-036,2026-04-27,2026-05-22,11136,USD,approved,LG-PO-07230,2026-04,Supply Network,LG-101,Security Lead,PayablesDesk
LG-AP-00130,RelayStack Compute,LG-VEN-037,2026-04-03,2026-05-23,9203.52,USD,approved,LG-PO-07231,2026-04,Logistics Platform,LG-102,Revenue Ops,PayablesDesk
LG-AP-00131,Oakline Data Rooms,LG-VEN-038,2026-04-06,2026-05-10,4581.6,USD,approved,,2026-04,Cold Chain Ops,LG-103,Controller,PayablesDesk
LG-AP-00132,PaperTrail Systems,LG-VEN-039,2026-04-09,2026-05-11,4671.36,USD,approved,LG-PO-07233,2026-04,Customer Success,LG-104,VP Operations,PayablesDesk
LG-AP-00133,BeaconRisk Advisory,LG-VEN-040,2026-04-12,2026-05-12,17285.66,USD,approved,LG-PO-07234,2026-04,Finance,LG-105,Security Lead,PayablesDesk
LG-AP-00134,Fieldstone Research,LG-VEN-041,2026-04-15,2026-05-13,7850.88,USD,approved,LG-PO-07235,2026-04,Security,LG-106,Revenue Ops,PayablesDesk
LG-AP-00135,Brightling Locale,LG-VEN-042,2026-04-18,2026-05-14,4756.32,USD,approved,LG-PO-07236,2026-04,Supply Network,LG-107,Controller,PayablesDesk
LG-AP-00136,SummitFloor Events,LG-VEN-043,2026-04-21,2026-05-15,9038.4,USD,approved,LG-PO-07237,2026-04,Logistics Platform,LG-108,VP Operations,PayablesDesk
LG-AP-00137,SlateFox Insurance,LG-VEN-013,2026-05-03,2026-06-10,13543.96,USD,open,,2026-05,Security,LG-104,Controller,PayablesDesk
LG-AP-00138,SignalPeak AppSec,LG-VEN-014,2026-05-06,2026-06-11,14375,USD,approved,LG-PO-07239,2026-05,Supply Network,LG-105,VP Operations,PayablesDesk
LG-AP-00139,HelpHarbor Desk,LG-VEN-015,2026-05-09,2026-06-12,7579.5,USD,approved,LG-PO-07240,2026-05,Logistics Platform,LG-106,Security Lead,PayablesDesk
LG-AP-00140,CloseFrame Accounting,LG-VEN-016,2026-05-12,2026-06-13,7980,USD,approved,LG-PO-07241,2026-05,Cold Chain Ops,LG-107,Revenue Ops,PayablesDesk
LG-AP-00141,SkillHarbor Learning,LG-VEN-017,2026-05-15,2026-06-14,4853,USD,approved,LG-PO-07242,2026-05,Customer Success,LG-108,Controller,PayablesDesk
LG-AP-00142,Waypost Travel Desk,LG-VEN-018,2026-05-18,2026-06-15,7782,USD,open,LG-PO-07243,2026-05,Finance,LG-109,VP Operations,PayablesDesk
LG-AP-00143,Tundra Test Labs,LG-VEN-019,2026-05-21,2026-06-16,9609,USD,approved,LG-PO-07244,2026-05,Security,LG-110,Security Lead,PayablesDesk
LG-AP-00144,VectorPoint Research,LG-VEN-020,2026-05-24,2026-06-17,13730,USD,approved,,2026-05,Supply Network,LG-111,Revenue Ops,PayablesDesk
LG-AP-00145,Linebird Communications,LG-VEN-021,2026-05-27,2026-06-18,3901,USD,approved,LG-PO-07246,2026-05,Logistics Platform,LG-112,Controller,PayablesDesk
LG-AP-00146,Pinehook Operations,LG-VEN-022,2026-05-03,2026-06-19,14504,USD,approved,LG-PO-07247,2026-05,Cold Chain Ops,LG-113,VP Operations,PayablesDesk
LG-AP-00147,Mossbank Data Exchange,LG-VEN-023,2026-05-06,2026-06-20,13296.88,USD,open,LG-PO-07248,2026-05,Customer Success,LG-114,Security Lead,PayablesDesk
LG-AP-00148,Ironleaf GRC,LG-VEN-024,2026-05-09,2026-06-21,8794,USD,approved,LG-PO-07249,2026-05,Finance,LG-115,Revenue Ops,PayablesDesk
LG-AP-00149,QuartzPay Services,LG-VEN-025,2026-05-12,2026-06-22,10535,USD,approved,LG-PO-07250,2026-05,Security,LG-116,Controller,PayablesDesk
LG-AP-00150,HarborDesk Workplace,LG-VEN-026,2026-05-15,2026-06-23,3818.88,USD,approved,LG-PO-07251,2026-05,Supply Network,LG-117,VP Operations,PayablesDesk
LG-AP-00151,Northstar Design Office,LG-VEN-027,2026-05-18,2026-06-10,11315,USD,approved,,2026-05,Logistics Platform,LG-118,Security Lead,PayablesDesk
LG-AP-00152,Watchtower Metrics,LG-VEN-028,2026-05-21,2026-06-11,5926,USD,open,LG-PO-07253,2026-05,Cold Chain Ops,LG-119,Revenue Ops,PayablesDesk
LG-AP-00153,SafeCask Backups,LG-VEN-029,2026-05-24,2026-06-12,5957.5,USD,approved,LG-PO-07254,2026-05,Customer Success,LG-120,Controller,PayablesDesk
