invoice_id,vendor_name,vendor_id,issue_date,due_date,amount,currency,status,po_number,period,department,cost_center,approver,source_system
HF-AP-00037,FuseLine Security,HF-VEN-006,2026-02-09,2026-03-12,25870,USD,approved,HF-PO-07138,2026-02,Finance,HF-103,Security Lead,PayablesDesk
HF-AP-00038,BrightBeam Hosting,HF-VEN-007,2026-02-12,2026-03-13,20300,USD,approved,HF-PO-07139,2026-02,Security,HF-104,Revenue Ops,PayablesDesk
HF-AP-00039,PortKey Identity,HF-VEN-008,2026-02-15,2026-03-14,9706,USD,approved,HF-PO-07140,2026-02,Market Expansion,HF-105,Controller,PayablesDesk
HF-AP-00040,Cedarline Legal,HF-VEN-009,2026-02-18,2026-03-15,18865,USD,approved,HF-PO-07141,2026-02,Field Operations,HF-106,VP Operations,PayablesDesk
HF-AP-00041,BlueTable Analytics,HF-VEN-010,2026-02-21,2026-03-16,10196,USD,approved,HF-PO-07142,2026-02,Energy Platform,HF-107,Security Lead,PayablesDesk
HF-AP-00042,Riverbend Recruiting,HF-VEN-011,2026-02-24,2026-03-17,9145,USD,approved,,2026-02,Hardware,HF-108,Revenue Ops,PayablesDesk
HF-AP-00043,AxisWorks Facilities,HF-VEN-012,2026-02-27,2026-03-18,6602,USD,approved,HF-PO-07144,2026-02,Finance,HF-109,Controller,PayablesDesk
HF-AP-00044,SlateFox Insurance,HF-VEN-013,2026-02-03,2026-03-19,9538,USD,approved,HF-PO-07145,2026-02,Security,HF-110,VP Operations,PayablesDesk
HF-AP-00045,SignalPeak AppSec,HF-VEN-014,2026-02-06,2026-03-20,20412.5,USD,approved,HF-PO-07146,2026-02,Market Expansion,HF-111,Security Lead,PayablesDesk
HF-AP-00046,HelpHarbor Desk,HF-VEN-015,2026-02-09,2026-03-21,7579.5,USD,approved,HF-PO-07147,2026-02,Field Operations,HF-112,Revenue Ops,PayablesDesk
HF-AP-00047,CloseFrame Accounting,HF-VEN-016,2026-02-12,2026-03-22,7980,USD,approved,HF-PO-07148,2026-02,Energy Platform,HF-113,Controller,PayablesDesk
HF-AP-00048,SkillHarbor Learning,HF-VEN-017,2026-02-15,2026-03-23,3105.92,USD,approved,HF-PO-07149,2026-02,Hardware,HF-114,VP Operations,PayablesDesk
HF-AP-00049,Waypost Travel Desk,HF-VEN-018,2026-02-18,2026-03-10,7782,USD,approved,,2026-02,Finance,HF-115,Security Lead,PayablesDesk
HF-AP-00050,Tundra Test Labs,HF-VEN-019,2026-02-21,2026-03-11,9609,USD,approved,HF-PO-07151,2026-02,Security,HF-116,Revenue Ops,PayablesDesk
HF-AP-00051,VectorPoint Research,HF-VEN-020,2026-02-24,2026-03-12,13730,USD,approved,HF-PO-07152,2026-02,Market Expansion,HF-117,Controller,PayablesDesk
HF-AP-00052,Linebird Communications,HF-VEN-021,2026-02-27,2026-03-13,3901,USD,in review,HF-PO-07153,2026-02,Field Operations,HF-118,VP Operations,PayablesDesk
HF-AP-00053,Pinehook Operations,HF-VEN-022,2026-02-03,2026-03-14,14504,USD,approved,HF-PO-07154,2026-02,Energy Platform,HF-119,Security Lead,PayablesDesk
HF-AP-00054,Mossbank Data Exchange,HF-VEN-023,2026-02-06,2026-03-15,9364,USD,approved,HF-PO-07155,2026-02,Hardware,HF-120,Revenue Ops,PayablesDesk
HF-AP-00055,Ironleaf GRC,HF-VEN-024,2026-02-09,2026-03-16,12487.48,USD,approved,HF-PO-07156,2026-02,Finance,HF-121,Controller,PayablesDesk
HF-AP-00056,QuartzPay Services,HF-VEN-025,2026-02-12,2026-03-17,10535,USD,approved,,2026-02,Security,HF-122,VP Operations,PayablesDesk
HF-AP-00057,HarborDesk Workplace,HF-VEN-026,2026-02-15,2026-03-18,5967,USD,approved,HF-PO-07158,2026-02,Market Expansion,HF-123,Security Lead,PayablesDesk
HF-AP-00058,Northstar Design Office,HF-VEN-027,2026-02-18,2026-03-19,11315,USD,approved,HF-PO-07159,2026-02,Field Operations,HF-124,Revenue Ops,PayablesDesk
HF-AP-00059,Watchtower Metrics,HF-VEN-028,2026-02-21,2026-03-20,5926,USD,approved,HF-PO-07160,2026-02,Energy Platform,HF-125,Controller,PayablesDesk
HF-AP-00060,SafeCask Backups,HF-VEN-029,2026-02-24,2026-03-21,5957.5,USD,approved,HF-PO-07161,2026-02,Hardware,HF-126,VP Operations,PayablesDesk
HF-AP-00061,KeelWorks Procurement,HF-VEN-030,2026-02-27,2026-03-22,6436.48,USD,approved,HF-PO-07162,2026-02,Finance,HF-127,Security Lead,PayablesDesk
HF-AP-00062,Alder QA Studio,HF-VEN-031,2026-02-03,2026-03-23,9912,USD,approved,HF-PO-07163,2026-02,Security,HF-100,Revenue Ops,PayablesDesk
HF-AP-00063,BridgeLoop Integrations,HF-VEN-032,2026-02-06,2026-03-10,12719,USD,approved,,2026-02,Market Expansion,HF-101,Controller,PayablesDesk
HF-AP-00064,Covefront Success Ops,HF-VEN-033,2026-02-09,2026-03-11,11799.5,USD,approved,HF-PO-07165,2026-02,Field Operations,HF-102,VP Operations,PayablesDesk
HF-AP-00065,PeopleField Systems,HF-VEN-034,2026-02-12,2026-03-12,13269.9,USD,approved,HF-PO-07166,2026-02,Energy Platform,HF-103,Security Lead,PayablesDesk
HF-AP-00066,PayRun Office,HF-VEN-035,2026-02-15,2026-03-13,7367.5,USD,approved,HF-PO-07167,2026-02,Hardware,HF-104,Revenue Ops,PayablesDesk
HF-AP-00067,Northgate Audit Partners,HF-VEN-036,2026-02-18,2026-03-14,17400,USD,approved,HF-PO-07168,2026-02,Finance,HF-105,Controller,PayablesDesk
HF-AP-00068,RelayStack Compute,HF-VEN-037,2026-02-21,2026-03-15,9587,USD,approved,HF-PO-07169,2026-02,Security,HF-106,VP Operations,PayablesDesk
HF-AP-00069,BrightBeam Hosting,HF-VEN-007,2026-03-03,2026-04-10,28826,USD,in review,,2026-03,Hardware,HF-102,Controller,PayablesDesk
HF-AP-00070,PortKey Identity,HF-VEN-008,2026-03-06,2026-04-11,10094.24,USD,approved,HF-PO-07171,2026-03,Finance,HF-103,VP Operations,PayablesDesk
HF-AP-00071,Cedarline Legal,HF-VEN-009,2026-03-09,2026-04-12,19619.6,USD,approved,HF-PO-07172,2026-03,Security,HF-104,Security Lead,PayablesDesk
HF-AP-00072,BlueTable Analytics,HF-VEN-010,2026-03-12,2026-04-13,10603.84,USD,approved,HF-PO-07173,2026-03,Market Expansion,HF-105,Revenue Ops,PayablesDesk
HF-AP-00073,Riverbend Recruiting,HF-VEN-011,2026-03-15,2026-04-14,9510.8,USD,approved,HF-PO-07174,2026-03,Field Operations,HF-106,Controller,PayablesDesk
HF-AP-00074,AxisWorks Facilities,HF-VEN-012,2026-03-18,2026-04-15,6866.08,USD,approved,HF-PO-07175,2026-03,Energy Platform,HF-107,VP Operations,PayablesDesk
HF-AP-00075,SlateFox Insurance,HF-VEN-013,2026-03-21,2026-04-16,9919.52,USD,approved,HF-PO-07176,2026-03,Hardware,HF-108,Security Lead,PayablesDesk
HF-AP-00076,SignalPeak AppSec,HF-VEN-014,2026-03-24,2026-04-17,14950,USD,approved,,2026-03,Finance,HF-109,Revenue Ops,PayablesDesk
HF-AP-00077,HelpHarbor Desk,HF-VEN-015,2026-03-27,2026-04-18,7882.68,USD,approved,HF-PO-07178,2026-03,Security,HF-110,Controller,PayablesDesk
HF-AP-00078,CloseFrame Accounting,HF-VEN-016,2026-03-03,2026-04-19,8299.2,USD,approved,HF-PO-07179,2026-03,Market Expansion,HF-111,VP Operations,PayablesDesk
HF-AP-00079,SkillHarbor Learning,HF-VEN-017,2026-03-06,2026-04-20,6891.26,USD,approved,HF-PO-07180,2026-03,Field Operations,HF-112,Security Lead,PayablesDesk
HF-AP-00080,Waypost Travel Desk,HF-VEN-018,2026-03-09,2026-04-21,8093.28,USD,approved,HF-PO-07181,2026-03,Energy Platform,HF-113,Revenue Ops,PayablesDesk
HF-AP-00081,Tundra Test Labs,HF-VEN-019,2026-03-12,2026-04-22,9993.36,USD,approved,HF-PO-07182,2026-03,Hardware,HF-114,Controller,PayablesDesk
HF-AP-00082,VectorPoint Research,HF-VEN-020,2026-03-15,2026-04-23,8787.2,USD,approved,HF-PO-07183,2026-03,Finance,HF-115,VP Operations,PayablesDesk
HF-AP-00083,Linebird Communications,HF-VEN-021,2026-03-18,2026-04-10,4057.04,USD,approved,,2026-03,Security,HF-116,Security Lead,PayablesDesk
HF-AP-00084,Pinehook Operations,HF-VEN-022,2026-03-21,2026-04-11,15084.16,USD,approved,HF-PO-07185,2026-03,Market Expansion,HF-117,Revenue Ops,PayablesDesk
HF-AP-00085,Mossbank Data Exchange,HF-VEN-023,2026-03-24,2026-04-12,9738.56,USD,approved,HF-PO-07186,2026-03,Field Operations,HF-118,Controller,PayablesDesk
HF-AP-00086,Ironleaf GRC,HF-VEN-024,2026-03-27,2026-04-13,9145.76,USD,in review,HF-PO-07187,2026-03,Energy Platform,HF-119,VP Operations,PayablesDesk
HF-AP-00087,QuartzPay Services,HF-VEN-025,2026-03-03,2026-04-14,10956.4,USD,approved,HF-PO-07188,2026-03,Hardware,HF-120,Security Lead,PayablesDesk
HF-AP-00088,HarborDesk Workplace,HF-VEN-026,2026-03-06,2026-04-15,6205.68,USD,approved,HF-PO-07189,2026-03,Finance,HF-121,Revenue Ops,PayablesDesk
HF-AP-00089,Northstar Design Office,HF-VEN-027,2026-03-09,2026-04-16,16067.3,USD,approved,HF-PO-07190,2026-03,Security,HF-122,Controller,PayablesDesk
HF-AP-00090,Watchtower Metrics,HF-VEN-028,2026-03-12,2026-04-17,6163.04,USD,approved,,2026-03,Market Expansion,HF-123,VP Operations,PayablesDesk
HF-AP-00091,SafeCask Backups,HF-VEN-029,2026-03-15,2026-04-18,6195.8,USD,approved,HF-PO-07192,2026-03,Field Operations,HF-124,Security Lead,PayablesDesk
HF-AP-00092,KeelWorks Procurement,HF-VEN-030,2026-03-18,2026-04-19,10459.28,USD,approved,HF-PO-07193,2026-03,Energy Platform,HF-125,Revenue Ops,PayablesDesk
HF-AP-00093,Alder QA Studio,HF-VEN-031,2026-03-21,2026-04-20,10308.48,USD,approved,HF-PO-07194,2026-03,Hardware,HF-126,Controller,PayablesDesk
HF-AP-00094,BridgeLoop Integrations,HF-VEN-032,2026-03-24,2026-04-21,13227.76,USD,approved,HF-PO-07195,2026-03,Finance,HF-127,VP Operations,PayablesDesk
HF-AP-00095,Covefront Success Ops,HF-VEN-033,2026-03-27,2026-04-22,7551.68,USD,approved,HF-PO-07196,2026-03,Security,HF-100,Security Lead,PayablesDesk
HF-AP-00096,PeopleField Systems,HF-VEN-034,2026-03-03,2026-04-23,9718.8,USD,approved,HF-PO-07197,2026-03,Market Expansion,HF-101,Revenue Ops,PayablesDesk
HF-AP-00097,PayRun Office,HF-VEN-035,2026-03-06,2026-04-10,7662.2,USD,approved,,2026-03,Field Operations,HF-102,Controller,PayablesDesk
HF-AP-00098,Northgate Audit Partners,HF-VEN-036,2026-03-09,2026-04-11,18096,USD,approved,HF-PO-07199,2026-03,Energy Platform,HF-103,VP Operations,PayablesDesk
HF-AP-00099,RelayStack Compute,HF-VEN-037,2026-03-12,2026-04-12,13613.54,USD,approved,HF-PO-07200,2026-03,Hardware,HF-104,Security Lead,PayablesDesk
HF-AP-00100,Oakline Data Rooms,HF-VEN-038,2026-03-15,2026-04-13,4963.4,USD,approved,HF-PO-07201,2026-03,Finance,HF-105,Revenue Ops,PayablesDesk
HF-AP-00101,PaperTrail Systems,HF-VEN-039,2026-03-18,2026-04-14,5060.64,USD,approved,HF-PO-07202,2026-03,Security,HF-106,Controller,PayablesDesk
HF-AP-00102,BeaconRisk Advisory,HF-VEN-040,2026-03-21,2026-04-15,12659.92,USD,approved,HF-PO-07203,2026-03,Market Expansion,HF-107,VP Operations,PayablesDesk
HF-AP-00103,BlueTable Analytics,HF-VEN-010,2026-04-03,2026-05-10,14478.32,USD,in review,,2026-04,Finance,HF-103,Controller,PayablesDesk
HF-AP-00104,Riverbend Recruiting,HF-VEN-011,2026-04-06,2026-05-11,8779.2,USD,approved,HF-PO-07205,2026-04,Security,HF-104,VP Operations,PayablesDesk
HF-AP-00105,AxisWorks Facilities,HF-VEN-012,2026-04-09,2026-05-12,6337.92,USD,approved,HF-PO-07206,2026-04,Market Expansion,HF-105,Security Lead,PayablesDesk
HF-AP-00106,SlateFox Insurance,HF-VEN-013,2026-04-12,2026-05-13,9156.48,USD,approved,HF-PO-07207,2026-04,Field Operations,HF-106,Revenue Ops,PayablesDesk
HF-AP-00107,SignalPeak AppSec,HF-VEN-014,2026-04-15,2026-05-14,13800,USD,approved,HF-PO-07208,2026-04,Energy Platform,HF-107,Controller,PayablesDesk
HF-AP-00108,HelpHarbor Desk,HF-VEN-015,2026-04-18,2026-05-15,7276.32,USD,approved,HF-PO-07209,2026-04,Hardware,HF-108,VP Operations,PayablesDesk
HF-AP-00109,CloseFrame Accounting,HF-VEN-016,2026-04-21,2026-05-16,7660.8,USD,approved,HF-PO-07210,2026-04,Finance,HF-109,Security Lead,PayablesDesk
HF-AP-00110,SkillHarbor Learning,HF-VEN-017,2026-04-24,2026-05-17,4658.88,USD,approved,,2026-04,Security,HF-110,Revenue Ops,PayablesDesk
HF-AP-00111,Waypost Travel Desk,HF-VEN-018,2026-04-27,2026-05-18,7470.72,USD,approved,HF-PO-07212,2026-04,Market Expansion,HF-111,Controller,PayablesDesk
HF-AP-00112,Tundra Test Labs,HF-VEN-019,2026-04-03,2026-05-19,9224.64,USD,approved,HF-PO-07213,2026-04,Field Operations,HF-112,VP Operations,PayablesDesk
HF-AP-00113,VectorPoint Research,HF-VEN-020,2026-04-06,2026-05-20,19496.6,USD,approved,HF-PO-07214,2026-04,Energy Platform,HF-113,Security Lead,PayablesDesk
HF-AP-00114,Linebird Communications,HF-VEN-021,2026-04-09,2026-05-21,3744.96,USD,approved,HF-PO-07215,2026-04,Hardware,HF-114,Revenue Ops,PayablesDesk
HF-AP-00115,Pinehook Operations,HF-VEN-022,2026-04-12,2026-05-22,13923.84,USD,approved,HF-PO-07216,2026-04,Finance,HF-115,Controller,PayablesDesk
HF-AP-00116,Mossbank Data Exchange,HF-VEN-023,2026-04-15,2026-05-23,5992.96,USD,approved,HF-PO-07217,2026-04,Security,HF-116,VP Operations,PayablesDesk
HF-AP-00117,Ironleaf GRC,HF-VEN-024,2026-04-18,2026-05-10,8442.24,USD,approved,,2026-04,Market Expansion,HF-117,Security Lead,PayablesDesk
HF-AP-00118,QuartzPay Services,HF-VEN-025,2026-04-21,2026-05-11,10113.6,USD,approved,HF-PO-07219,2026-04,Field Operations,HF-118,Revenue Ops,PayablesDesk
HF-AP-00119,HarborDesk Workplace,HF-VEN-026,2026-04-24,2026-05-12,5728.32,USD,approved,HF-PO-07220,2026-04,Energy Platform,HF-119,Controller,PayablesDesk
HF-AP-00120,Northstar Design Office,HF-VEN-027,2026-04-27,2026-05-13,10862.4,USD,in review,HF-PO-07221,2026-04,Hardware,HF-120,VP Operations,PayablesDesk
HF-AP-00121,Watchtower Metrics,HF-VEN-028,2026-04-03,2026-05-14,5688.96,USD,approved,HF-PO-07222,2026-04,Finance,HF-121,Security Lead,PayablesDesk
HF-AP-00122,SafeCask Backups,HF-VEN-029,2026-04-06,2026-05-15,5719.2,USD,approved,HF-PO-07223,2026-04,Security,HF-122,Revenue Ops,PayablesDesk
HF-AP-00123,KeelWorks Procurement,HF-VEN-030,2026-04-09,2026-05-16,14280.94,USD,approved,HF-PO-07224,2026-04,Market Expansion,HF-123,Controller,PayablesDesk
HF-AP-00124,Alder QA Studio,HF-VEN-031,2026-04-12,2026-05-17,9515.52,USD,approved,,2026-04,Field Operations,HF-124,VP Operations,PayablesDesk
HF-AP-00125,BridgeLoop Integrations,HF-VEN-032,2026-04-15,2026-05-18,12210.24,USD,approved,HF-PO-07226,2026-04,Energy Platform,HF-125,Security Lead,PayablesDesk
HF-AP-00126,Covefront Success Ops,HF-VEN-033,2026-04-18,2026-05-19,11327.52,USD,approved,HF-PO-07227,2026-04,Hardware,HF-126,Revenue Ops,PayablesDesk
HF-AP-00127,PeopleField Systems,HF-VEN-034,2026-04-21,2026-05-20,8971.2,USD,approved,HF-PO-07228,2026-04,Finance,HF-127,Controller,PayablesDesk
HF-AP-00128,PayRun Office,HF-VEN-035,2026-04-24,2026-05-21,7072.8,USD,approved,HF-PO-07229,2026-04,Security,HF-100,VP Operations,PayablesDesk
HF-AP-00129,Northgate Audit Partners,HF-VEN-036,2026-04-27,2026-05-22,11136,USD,approved,HF-PO-07230,2026-04,Market Expansion,HF-101,Security Lead,PayablesDesk
HF-AP-00130,RelayStack Compute,HF-VEN-037,2026-04-03,2026-05-23,9203.52,USD,approved,HF-PO-07231,2026-04,Field Operations,HF-102,Revenue Ops,PayablesDesk
HF-AP-00131,Oakline Data Rooms,HF-VEN-038,2026-04-06,2026-05-10,4581.6,USD,approved,,2026-04,Energy Platform,HF-103,Controller,PayablesDesk
HF-AP-00132,PaperTrail Systems,HF-VEN-039,2026-04-09,2026-05-11,4671.36,USD,approved,HF-PO-07233,2026-04,Hardware,HF-104,VP Operations,PayablesDesk
HF-AP-00133,BeaconRisk Advisory,HF-VEN-040,2026-04-12,2026-05-12,17285.66,USD,approved,HF-PO-07234,2026-04,Finance,HF-105,Security Lead,PayablesDesk
HF-AP-00134,Fieldstone Research,HF-VEN-041,2026-04-15,2026-05-13,7850.88,USD,approved,HF-PO-07235,2026-04,Security,HF-106,Revenue Ops,PayablesDesk
HF-AP-00135,Brightling Locale,HF-VEN-042,2026-04-18,2026-05-14,4756.32,USD,approved,HF-PO-07236,2026-04,Market Expansion,HF-107,Controller,PayablesDesk
HF-AP-00136,SummitFloor Events,HF-VEN-043,2026-04-21,2026-05-15,9038.4,USD,approved,HF-PO-07237,2026-04,Field Operations,HF-108,VP Operations,PayablesDesk
HF-AP-00137,SlateFox Insurance,HF-VEN-013,2026-05-03,2026-06-10,13543.96,USD,open,,2026-05,Security,HF-104,Controller,PayablesDesk
HF-AP-00138,SignalPeak AppSec,HF-VEN-014,2026-05-06,2026-06-11,14375,USD,approved,HF-PO-07239,2026-05,Market Expansion,HF-105,VP Operations,PayablesDesk
HF-AP-00139,HelpHarbor Desk,HF-VEN-015,2026-05-09,2026-06-12,7579.5,USD,approved,HF-PO-07240,2026-05,Field Operations,HF-106,Security Lead,PayablesDesk
HF-AP-00140,CloseFrame Accounting,HF-VEN-016,2026-05-12,2026-06-13,7980,USD,approved,HF-PO-07241,2026-05,Energy Platform,HF-107,Revenue Ops,PayablesDesk
HF-AP-00141,SkillHarbor Learning,HF-VEN-017,2026-05-15,2026-06-14,4853,USD,approved,HF-PO-07242,2026-05,Hardware,HF-108,Controller,PayablesDesk
HF-AP-00142,Waypost Travel Desk,HF-VEN-018,2026-05-18,2026-06-15,7782,USD,open,HF-PO-07243,2026-05,Finance,HF-109,VP Operations,PayablesDesk
HF-AP-00143,Tundra Test Labs,HF-VEN-019,2026-05-21,2026-06-16,9609,USD,approved,HF-PO-07244,2026-05,Security,HF-110,Security Lead,PayablesDesk
HF-AP-00144,VectorPoint Research,HF-VEN-020,2026-05-24,2026-06-17,13730,USD,approved,,2026-05,Market Expansion,HF-111,Revenue Ops,PayablesDesk
HF-AP-00145,Linebird Communications,HF-VEN-021,2026-05-27,2026-06-18,3901,USD,approved,HF-PO-07246,2026-05,Field Operations,HF-112,Controller,PayablesDesk
HF-AP-00146,Pinehook Operations,HF-VEN-022,2026-05-03,2026-06-19,14504,USD,approved,HF-PO-07247,2026-05,Energy Platform,HF-113,VP Operations,PayablesDesk
HF-AP-00147,Mossbank Data Exchange,HF-VEN-023,2026-05-06,2026-06-20,13296.88,USD,open,HF-PO-07248,2026-05,Hardware,HF-114,Security Lead,PayablesDesk
HF-AP-00148,Ironleaf GRC,HF-VEN-024,2026-05-09,2026-06-21,8794,USD,approved,HF-PO-07249,2026-05,Finance,HF-115,Revenue Ops,PayablesDesk
HF-AP-00149,QuartzPay Services,HF-VEN-025,2026-05-12,2026-06-22,10535,USD,approved,HF-PO-07250,2026-05,Security,HF-116,Controller,PayablesDesk
HF-AP-00150,HarborDesk Workplace,HF-VEN-026,2026-05-15,2026-06-23,3818.88,USD,approved,HF-PO-07251,2026-05,Market Expansion,HF-117,VP Operations,PayablesDesk
HF-AP-00151,Northstar Design Office,HF-VEN-027,2026-05-18,2026-06-10,11315,USD,approved,,2026-05,Field Operations,HF-118,Security Lead,PayablesDesk
HF-AP-00152,Watchtower Metrics,HF-VEN-028,2026-05-21,2026-06-11,5926,USD,open,HF-PO-07253,2026-05,Energy Platform,HF-119,Revenue Ops,PayablesDesk
HF-AP-00153,SafeCask Backups,HF-VEN-029,2026-05-24,2026-06-12,5957.5,USD,approved,HF-PO-07254,2026-05,Hardware,HF-120,Controller,PayablesDesk
HF-AP-00154,KeelWorks Procurement,HF-VEN-030,2026-05-27,2026-06-13,10057,USD,in review,HF-PO-07255,2026-05,Finance,HF-121,VP Operations,PayablesDesk
HF-AP-00155,Alder QA Studio,HF-VEN-031,2026-05-03,2026-06-14,9912,USD,approved,HF-PO-07256,2026-05,Security,HF-122,Security Lead,PayablesDesk
